,title,rental_duration,rental_rate,length,replacement_cost,rating,category,amount,active,rental_month,rental_day,rental_hour,return_month,return_day,return_hour,rental_duration_days,customer_name
1814,Horn Working,4,2.99,95,23.99,PG,Animation,2.99,1,6,20,4,6,21,10,1,Jessie Banks
1815,Factory Dragon,4,0.99,144,9.99,PG-13,Travel,2.99,1,6,20,20,6,26,19,5,Jessie Banks
1816,Witches Panic,6,4.99,100,10.99,NC-17,Drama,6.99,1,6,15,20,6,23,1,7,Natalie Meyer
1817,Loverboy Attacks,7,0.99,162,19.99,PG-13,New,0.99,1,6,16,10,6,18,12,2,Natalie Meyer
1818,Trouble Date,6,2.99,61,13.99,PG,Travel,3.99,1,6,16,10,6,23,5,6,Natalie Meyer
1819,Outbreak Divine,6,0.99,169,12.99,NC-17,Games,0.99,1,6,18,12,6,23,16,5,Natalie Meyer
1820,Hamlet Wisdom,7,2.99,146,21.99,R,Sci-Fi,2.99,1,6,21,19,6,25,0,3,Natalie Meyer
1821,Idols Snatchers,5,2.99,84,29.99,NC-17,Children,2.99,1,6,15,10,6,18,15,3,Agnes Bishop
1822,Jerk Paycheck,3,2.99,172,13.99,NC-17,Classics,6.99,1,6,17,16,6,24,11,6,Agnes Bishop
1823,Trip Newton,7,4.99,64,14.99,PG-13,Action,4.99,1,6,19,22,6,22,3,2,Agnes Bishop
1824,Haunting Pianist,5,0.99,181,22.99,R,Games,2.99,1,6,15,20,6,22,23,7,Vera Mccoy
1825,Translation Summer,4,0.99,168,10.99,PG-13,Drama,0.99,1,6,18,5,6,20,0,1,Vera Mccoy
1826,Illusion Amelie,4,0.99,122,15.99,R,Foreign,0.99,1,6,18,6,6,20,0,1,Vera Mccoy
1827,Homeward Cider,5,0.99,103,19.99,R,Documentary,3.99,1,6,18,17,6,26,13,7,Willie Howell
1828,Mallrats United,4,0.99,133,25.99,PG,Comedy,0.99,1,6,19,4,6,23,4,3,Willie Howell
1829,Caddyshack Jedi,3,0.99,52,17.99,NC-17,Action,0.99,1,6,16,22,6,19,3,2,Charlene Alvarez
1830,Christmas Moonshine,7,0.99,150,21.99,NC-17,Children,0.99,1,6,15,14,6,16,13,0,Bessie Morrison
1831,Frogmen Breaking,5,0.99,111,17.99,R,Travel,2.99,1,6,18,10,6,25,14,7,Bessie Morrison
1832,Stock Glass,7,2.99,160,10.99,PG,New,2.99,1,6,18,20,6,19,20,0,Bessie Morrison
1833,Virtual Spoilers,3,4.99,144,14.99,NC-17,Family,10.99,1,6,19,10,6,28,12,9,Bessie Morrison
1834,Tomorrow Hustler,3,2.99,142,21.99,R,Classics,5.99,1,6,21,0,6,27,5,6,Bessie Morrison
1835,Hunchback Impossible,4,4.99,151,28.99,PG-13,Drama,8.99,1,6,15,14,6,23,18,8,Delores Hansen
1836,Cat Coneheads,5,4.99,112,14.99,G,Comedy,6.99,1,6,19,6,6,26,3,6,Delores Hansen
1837,Movie Shakespeare,6,4.99,53,27.99,PG,Family,5.99,1,6,16,23,6,23,0,6,Melinda Fernandez
1838,Philadelphia Wife,7,4.99,137,16.99,PG-13,Sports,4.99,1,6,18,10,6,22,10,3,Melinda Fernandez
1839,Crusade Honey,4,2.99,112,27.99,R,Sports,7.99,1,6,15,18,6,24,23,9,Pearl Garza
1840,Speakeasy Date,6,2.99,165,22.99,PG-13,Action,2.99,1,6,18,6,6,19,1,0,Pearl Garza
1841,Goldfinger Sensibility,3,0.99,93,29.99,G,Drama,4.99,1,6,21,6,6,28,9,7,Pearl Garza
1842,Saturday Lambs,3,4.99,150,28.99,G,Sports,7.99,1,6,18,3,6,24,7,6,Arlene Harvey
1843,Oscar Gold,7,2.99,115,29.99,PG,Animation,2.99,1,6,21,16,6,24,17,3,Maureen Little
1844,Blindness Gun,6,4.99,103,29.99,PG-13,Sci-Fi,4.99,1,6,21,22,6,25,21,3,Maureen Little
1845,Sun Confessions,5,0.99,141,9.99,R,Sci-Fi,2.99,1,6,16,11,6,23,8,6,Colleen Burton
1846,Siege Madre,7,0.99,111,23.99,R,Family,1.99,1,6,17,23,6,25,3,7,Colleen Burton
1847,Sabrina Midnight,5,4.99,99,11.99,PG,Children,6.99,1,6,17,23,6,24,19,6,Colleen Burton
1848,Goldmine Tycoon,6,0.99,153,20.99,R,Sci-Fi,0.99,1,6,20,13,6,24,11,3,Colleen Burton
1849,Modern Dorado,3,0.99,74,20.99,PG,Documentary,3.99,1,6,18,6,6,24,4,5,Allison Stanley
1850,Lock Rear,7,2.99,120,10.99,R,Travel,2.99,1,6,19,23,6,23,23,3,Allison Stanley
1851,Circus Youth,5,2.99,90,13.99,PG-13,Children,2.99,1,6,20,5,6,22,2,1,Allison Stanley
1852,Dolls Rage,7,2.99,120,10.99,PG-13,Sci-Fi,3.99,1,6,21,19,6,29,18,7,Allison Stanley
1853,Doom Dancing,4,0.99,68,13.99,R,Comedy,4.99,1,6,18,1,6,26,23,8,Tamara Nguyen
1854,Pride Alamo,6,0.99,114,20.99,NC-17,Animation,0.99,1,6,21,0,6,24,6,3,Tamara Nguyen
1855,Expecations Natural,5,4.99,138,26.99,PG-13,Travel,7.99,1,6,21,5,6,29,10,8,Tamara Nguyen
1856,Chill Luck,6,0.99,142,17.99,PG,Drama,0.99,1,6,21,6,6,24,9,3,Tamara Nguyen
1857,Balloon Homeward,5,2.99,75,10.99,NC-17,Music,3.99,1,6,15,20,6,21,19,5,Joy George
1858,Philadelphia Wife,7,4.99,137,16.99,PG-13,Sports,4.99,1,6,16,16,6,18,19,2,Joy George
1859,Volcano Texas,6,0.99,157,27.99,NC-17,Games,0.99,1,6,16,20,6,19,20,3,Joy George
1860,Creepers Kane,5,4.99,172,23.99,NC-17,Classics,8.99,1,6,18,19,6,27,15,8,Joy George
1861,Pianist Outfield,6,0.99,136,25.99,NC-17,New,0.99,1,6,19,11,6,23,16,4,Joy George
1862,Timberland Sky,3,0.99,69,13.99,G,Classics,0.99,1,6,19,18,6,20,13,0,Joy George
1863,Greedy Roots,7,0.99,166,14.99,R,Drama,0.99,1,6,18,17,6,21,11,2,Georgia Jacobs
1864,United Pilot,3,0.99,164,27.99,R,Documentary,0.99,1,6,16,7,6,19,5,2,Constance Reid
1865,Hoosiers Birdcage,3,2.99,176,12.99,G,Foreign,8.99,1,6,19,21,6,28,16,8,Constance Reid
1866,Chariots Conspiracy,5,2.99,71,29.99,R,Sci-Fi,2.99,1,6,17,10,6,19,8,1,Lillie Kim
1867,Shrek License,7,2.99,154,15.99,PG-13,Foreign,2.99,1,6,18,4,6,20,4,1,Lillie Kim
1868,Heaven Freedom,7,2.99,48,19.99,PG,Comedy,2.99,1,6,18,17,6,23,15,4,Lillie Kim
1869,Ghost Groundhog,6,4.99,85,18.99,G,Children,4.99,1,6,18,18,6,24,21,6,Lillie Kim
1870,Everyone Craft,4,0.99,163,29.99,PG,Foreign,3.99,1,6,15,5,6,22,6,7,Claudia Fuller
1871,Westward Seabiscuit,7,0.99,52,11.99,NC-17,Classics,0.99,1,6,16,9,6,23,4,6,Claudia Fuller
1872,Ship Wonderland,5,2.99,104,15.99,R,Documentary,2.99,1,6,16,10,6,18,7,1,Claudia Fuller
1873,Arizona Bang,3,2.99,121,28.99,PG,Classics,5.99,1,6,17,10,6,23,7,5,Claudia Fuller
1874,Trap Guys,3,4.99,110,11.99,G,Foreign,4.99,1,6,17,11,6,19,10,1,Claudia Fuller
1875,Hanging Deep,5,4.99,62,18.99,G,Drama,5.99,1,6,18,23,6,24,1,5,Claudia Fuller
1876,Center Dinosaur,5,4.99,152,12.99,PG,Classics,6.99,1,6,20,22,6,27,0,6,Claudia Fuller
1877,Stage World,4,2.99,85,19.99,PG,Comedy,4.99,1,6,21,0,6,27,23,6,Claudia Fuller
1878,Zorro Ark,3,4.99,50,18.99,NC-17,Comedy,4.99,1,6,15,21,6,17,1,1,Jackie Lynch
1879,Slums Duck,5,0.99,147,21.99,PG,Family,0.99,1,6,16,21,6,21,21,5,Jackie Lynch
1880,Wolves Desire,7,0.99,55,13.99,NC-17,Travel,0.99,1,6,15,6,6,22,8,7,Marcia Dean
1881,Badman Dawn,6,2.99,162,22.99,R,Sci-Fi,5.99,1,6,15,10,6,24,15,9,Marcia Dean
1882,Confused Candles,3,2.99,122,27.99,PG-13,Family,8.99,1,6,17,21,6,26,21,8,Marcia Dean
1883,Wonderful Drop,3,2.99,126,20.99,NC-17,Foreign,6.99,1,6,18,8,6,25,7,6,Marcia Dean
1884,Strangelove Desire,4,0.99,103,27.99,NC-17,Children,2.99,1,6,19,8,6,25,9,6,Marcia Dean
1885,Double Wrath,4,0.99,177,28.99,R,Animation,3.99,1,6,19,22,6,26,0,6,Marcia Dean
1886,Suspects Quills,4,2.99,47,22.99,PG,Action,4.99,1,6,21,11,6,27,15,6,Marcia Dean
1887,Groove Fiction,6,0.99,111,13.99,NC-17,Sports,2.99,1,6,21,21,6,29,20,7,Marcia Dean
1888,Minority Kiss,4,0.99,59,16.99,G,Music,0.99,1,6,15,22,6,18,16,2,Tanya Gilbert
1889,World Leathernecks,3,0.99,171,13.99,PG-13,Horror,0.99,1,6,15,23,6,16,18,0,Tanya Gilbert
1890,Chance Resurrection,3,2.99,70,22.99,R,Sports,4.99,1,6,17,23,6,22,19,4,Tanya Gilbert
1891,Noon Papi,5,2.99,57,12.99,G,Children,2.99,1,6,18,22,6,23,21,4,Tanya Gilbert
1892,Holy Tadpole,6,0.99,88,20.99,R,Classics,2.99,1,6,20,14,6,28,10,7,Tanya Gilbert
1893,Basic Easy,4,2.99,90,18.99,PG-13,Travel,2.99,1,6,15,1,6,16,20,1,Nellie Garrett
1894,Liaisons Sweet,5,4.99,140,15.99,PG,Travel,4.99,1,6,16,10,6,18,5,1,Nellie Garrett
1895,Santa Paris,7,2.99,154,23.99,PG,Children,2.99,1,6,20,22,6,27,21,6,Nellie Garrett
1896,Name Detective,5,4.99,178,11.99,PG-13,Games,4.99,1,6,14,23,6,18,1,3,Minnie Romero
1897,Rugrats Shakespeare,4,0.99,109,16.99,PG-13,Action,4.99,1,6,16,2,6,24,23,8,Minnie Romero
1898,Ice Crossing,5,2.99,131,28.99,R,Games,2.99,1,6,18,2,6,22,1,3,Minnie Romero
1899,Movie Shakespeare,6,4.99,53,27.99,PG,Family,4.99,1,6,18,15,6,23,17,5,Minnie Romero
1900,Pacific Amistad,3,0.99,144,27.99,G,Documentary,5.99,1,6,21,14,6,29,17,8,Minnie Romero
1901,Hobbit Alien,5,0.99,157,27.99,PG-13,Drama,3.99,1,6,18,1,6,26,3,8,Marlene Welch
1902,Apache Divine,5,4.99,92,16.99,NC-17,Family,4.99,1,6,18,5,6,19,0,0,Marlene Welch
1903,Spice Sorority,5,4.99,141,22.99,NC-17,Drama,5.99,1,6,20,0,6,26,19,6,Marlene Welch
1904,Story Side,7,0.99,163,27.99,R,Action,0.99,0,6,18,17,6,19,14,0,Heidi Larson
1905,Crooked Frogmen,6,0.99,143,27.99,PG-13,Children,0.99,0,6,18,19,6,21,15,2,Heidi Larson
1906,Name Detective,5,4.99,178,11.99,PG-13,Games,5.99,0,6,18,21,6,24,0,5,Heidi Larson
1907,Noon Papi,5,2.99,57,12.99,G,Children,2.99,0,6,19,12,6,21,16,2,Heidi Larson
1908,Wedding Apollo,3,0.99,70,14.99,PG,Documentary,0.99,0,6,21,3,6,22,22,1,Heidi Larson
1909,Escape Metropolis,7,2.99,167,20.99,R,Travel,4.99,1,6,15,9,6,24,7,8,Glenda Frazier
1910,Undefeated Dalmations,7,4.99,107,22.99,PG-13,Horror,4.99,1,6,15,15,6,18,18,3,Glenda Frazier
1911,Hobbit Alien,5,0.99,157,27.99,PG-13,Drama,4.99,1,6,15,21,6,24,0,8,Glenda Frazier
1912,Hanging Deep,5,4.99,62,18.99,G,Drama,4.99,1,6,16,13,6,19,10,2,Glenda Frazier
1913,Samurai Lion,5,2.99,110,21.99,G,New,4.99,1,6,19,13,6,26,15,7,Glenda Frazier
1914,Desire Alien,7,2.99,76,24.99,NC-17,Animation,4.99,1,6,20,5,6,29,0,8,Glenda Frazier
1915,Princess Giant,3,2.99,71,29.99,NC-17,Documentary,5.99,1,6,15,16,6,21,18,6,Lydia Burke
1916,Voice Peach,6,0.99,139,22.99,PG-13,New,0.99,1,6,15,19,6,16,13,0,Lydia Burke
1917,Spy Mile,6,2.99,112,13.99,PG-13,Games,5.99,1,6,19,17,6,28,11,8,Lydia Burke
1918,Antitrust Tomatoes,5,2.99,168,11.99,NC-17,Action,6.99,1,6,15,1,6,24,6,9,Viola Hanson
1919,Flintstones Happiness,3,4.99,148,11.99,PG-13,Comedy,5.99,1,6,16,5,6,20,0,3,Viola Hanson
1920,Knock Warlock,4,2.99,71,21.99,PG-13,Comedy,3.99,1,6,20,6,6,25,5,4,Viola Hanson
1921,Roxanne Rebel,5,0.99,171,9.99,R,Games,2.99,1,6,15,15,6,22,14,6,Courtney Day
1922,Oscar Gold,7,2.99,115,29.99,PG,Animation,2.99,1,6,17,20,6,23,0,5,Courtney Day
1923,Hellfighters Sierra,3,2.99,75,23.99,PG,Foreign,2.99,1,6,20,21,6,23,16,2,Courtney Day
1924,Music Boondock,7,0.99,129,17.99,R,Family,1.99,1,6,15,19,6,23,21,8,Marian Mendoza
1925,Dream Pickup,6,2.99,135,18.99,PG,Action,2.99,1,6,17,9,6,18,11,1,Marian Mendoza
1926,Hunger Roof,6,0.99,105,21.99,G,Foreign,1.99,1,6,19,13,6,26,18,7,Marian Mendoza
1927,Alaska Phantom,6,0.99,136,22.99,PG,Music,0.99,1,6,19,15,6,22,9,2,Marian Mendoza
1928,Detective Vision,4,0.99,143,16.99,PG-13,Classics,4.99,1,6,20,20,6,28,21,8,Marian Mendoza
1929,Crossroads Casualties,5,2.99,153,20.99,G,Animation,5.99,1,6,18,7,6,26,7,8,Stella Moreno
1930,Mask Peach,6,2.99,123,26.99,NC-17,New,3.99,1,6,17,16,6,24,15,6,Caroline Bowman
1931,Armageddon Lost,5,0.99,99,10.99,G,Sci-Fi,0.99,1,6,18,14,6,22,9,3,Caroline Bowman
1932,Love Suicides,6,0.99,181,21.99,R,Horror,0.99,1,6,15,2,6,20,7,5,Dora Medina
1933,Liaisons Sweet,5,4.99,140,15.99,PG,Travel,5.99,1,6,15,20,6,21,16,5,Dora Medina
1934,Spy Mile,6,2.99,112,13.99,PG-13,Games,2.99,1,6,16,17,6,21,21,5,Dora Medina
1935,Hobbit Alien,5,0.99,157,27.99,PG-13,Drama,1.99,1,6,17,20,6,23,22,6,Dora Medina
1936,Timberland Sky,3,0.99,69,13.99,G,Classics,7.99,1,6,20,22,6,30,3,9,Dora Medina
1937,Wedding Apollo,3,0.99,70,14.99,PG,Documentary,4.99,1,6,18,17,6,25,15,6,Jo Fowler
1938,Noon Papi,5,2.99,57,12.99,G,Children,6.99,1,6,18,4,6,27,3,8,Vickie Brewer
1939,Moonwalker Fool,5,4.99,184,12.99,G,Games,7.99,1,6,21,17,6,29,13,7,Vickie Brewer
1940,Monster Spartacus,6,2.99,107,28.99,PG,Music,2.99,1,6,21,22,6,26,16,4,Vickie Brewer
1941,Coldblooded Darling,7,4.99,70,27.99,G,Sci-Fi,5.99,1,6,15,16,6,23,12,7,Mattie Hoffman
1942,Darkness War,6,2.99,99,24.99,NC-17,Drama,4.99,1,6,19,14,6,27,17,8,Mattie Hoffman
1943,Watership Frontier,6,0.99,112,28.99,G,Horror,0.99,1,6,20,7,6,23,4,2,Mattie Hoffman
1944,Wait Cider,3,0.99,112,9.99,PG-13,Animation,1.99,1,6,15,15,6,19,16,4,Terry Carlson
1945,Vanilla Day,7,4.99,122,20.99,NC-17,Games,6.99,1,6,16,6,6,25,9,9,Terry Carlson
1946,Dalmations Sweden,4,0.99,106,25.99,PG,Drama,5.99,1,6,17,17,6,26,20,9,Terry Carlson
1947,Gunfight Moon,5,0.99,70,16.99,NC-17,Comedy,4.99,1,6,17,21,6,26,19,8,Terry Carlson
1948,Bikini Borrowers,7,4.99,142,26.99,NC-17,Animation,4.99,1,6,18,19,6,24,20,6,Terry Carlson
1949,Inch Jet,6,4.99,167,18.99,NC-17,Animation,4.99,1,6,19,9,6,25,7,5,Terry Carlson
1950,Disturbing Scarface,6,2.99,94,27.99,R,Sci-Fi,2.99,1,6,15,8,6,19,7,3,Maxine Silva
1951,Women Dorado,4,0.99,126,23.99,R,Action,0.99,1,6,15,16,6,19,13,3,Maxine Silva
1952,Breaking Home,4,2.99,169,21.99,PG-13,New,2.99,1,6,17,17,6,19,16,1,Maxine Silva
1953,Camelot Vacation,3,0.99,61,26.99,NC-17,Sci-Fi,2.99,1,6,17,21,6,22,1,4,Maxine Silva
1954,Potluck Mixed,3,2.99,179,10.99,G,Animation,3.99,1,6,19,12,6,23,6,3,Maxine Silva
1955,Desire Alien,7,2.99,76,24.99,NC-17,Animation,2.99,1,6,15,4,6,22,10,7,Irma Pearson
1956,Tracy Cider,3,0.99,142,29.99,G,Animation,6.99,1,6,15,17,6,24,15,8,Irma Pearson
1957,Candidate Perdition,4,2.99,70,10.99,R,Classics,2.99,1,6,16,11,6,19,13,3,Irma Pearson
1958,Hedwig Alter,7,2.99,169,16.99,NC-17,Comedy,2.99,1,6,21,20,6,25,17,3,Irma Pearson
1959,Tramp Others,4,0.99,171,27.99,PG,Comedy,2.99,1,6,16,2,6,22,6,6,Mabel Holland
1960,Bull Shawshank,6,0.99,125,21.99,NC-17,Action,0.99,1,6,17,9,6,18,12,1,Mabel Holland
1961,Slacker Liaisons,7,4.99,179,29.99,R,Drama,4.99,1,6,17,9,6,21,10,4,Mabel Holland
1962,Control Anthem,7,4.99,185,9.99,G,Comedy,4.99,1,6,18,3,6,25,1,6,Mabel Holland
1963,Waterfront Deliverance,4,4.99,61,17.99,G,Action,6.99,1,6,18,15,6,24,13,5,Mabel Holland
1964,Torque Bound,3,4.99,179,27.99,G,Drama,4.99,1,6,19,3,6,21,2,1,Mabel Holland
1965,Steers Armageddon,6,4.99,140,16.99,PG,Sports,4.99,1,6,19,22,6,23,16,3,Mabel Holland
1966,Wrath Mile,5,0.99,176,17.99,NC-17,Documentary,0.99,1,6,19,3,6,20,7,1,Marsha Douglas
1967,Open African,7,4.99,131,16.99,PG,Sci-Fi,4.99,1,6,20,15,6,26,16,6,Marsha Douglas
1968,Muscle Bright,7,2.99,185,23.99,G,Travel,2.99,1,6,16,16,6,17,13,0,Myrtle Fleming
1969,Unbreakable Karate,3,0.99,62,16.99,G,New,0.99,1,6,19,12,6,21,16,2,Myrtle Fleming
1970,Pluto Oleander,5,4.99,84,9.99,R,New,8.99,1,6,20,4,6,29,9,9,Myrtle Fleming
1971,Orient Closer,3,2.99,118,22.99,R,Drama,7.99,1,6,16,8,6,24,14,8,Lena Jensen
1972,Lola Agent,4,4.99,85,24.99,PG,Horror,7.99,1,6,16,15,6,23,15,7,Lena Jensen
1973,Effect Gladiator,6,0.99,107,14.99,PG,Family,2.99,1,6,16,21,6,24,15,7,Lena Jensen
1974,Iron Moon,7,4.99,46,27.99,PG,Classics,5.99,1,6,18,14,6,26,13,7,Lena Jensen
1975,Circus Youth,5,2.99,90,13.99,PG-13,Children,3.99,1,6,16,7,6,22,13,6,Christy Vargas
1976,Identity Lover,4,2.99,119,12.99,PG-13,Sci-Fi,2.99,1,6,17,11,6,21,14,4,Christy Vargas
1977,Balloon Homeward,5,2.99,75,10.99,NC-17,Music,2.99,1,6,17,14,6,22,19,5,Christy Vargas
1978,Telegraph Voyage,3,4.99,148,20.99,PG,Music,10.99,1,6,17,18,6,26,12,8,Christy Vargas
1979,Outfield Massacre,4,0.99,129,18.99,NC-17,Music,0.99,1,6,18,0,6,21,2,3,Christy Vargas
1980,Sense Greek,4,4.99,54,23.99,R,Sports,7.99,1,6,19,20,6,26,17,6,Christy Vargas
1981,Fantasy Troopers,6,0.99,58,27.99,PG-13,Action,3.99,1,6,20,6,6,29,2,8,Christy Vargas
1982,Primary Glass,7,0.99,53,16.99,G,Action,0.99,1,6,20,23,6,22,21,1,Christy Vargas
1983,Strictly Scarface,3,2.99,144,24.99,PG-13,Comedy,2.99,1,6,16,17,6,18,16,1,Deanna Byrd
1984,Rouge Squad,3,0.99,118,10.99,NC-17,Games,5.99,1,6,17,2,6,25,21,8,Deanna Byrd
1985,Pelican Comforts,4,4.99,48,17.99,PG,Documentary,8.99,1,6,17,10,6,25,11,8,Deanna Byrd
1986,Alone Trip,3,0.99,82,14.99,R,Music,3.99,1,6,17,16,6,23,13,5,Deanna Byrd
1987,Jedi Beneath,7,0.99,128,12.99,PG,Family,0.99,1,6,18,15,6,19,16,1,Deanna Byrd
1988,Canyon Stock,7,0.99,85,26.99,R,Animation,0.99,1,6,21,12,6,27,11,5,Deanna Byrd
1989,Forward Temple,6,2.99,90,25.99,NC-17,Games,2.99,1,6,16,2,6,18,2,1,Patsy Davidson
1990,Airport Pollock,6,4.99,54,15.99,R,Horror,6.99,1,6,19,17,6,27,17,7,Patsy Davidson
1991,Attraction Newton,5,4.99,83,14.99,PG-13,New,8.99,1,6,19,23,6,28,3,8,Patsy Davidson
1992,English Bulworth,3,0.99,51,18.99,PG-13,Sci-Fi,1.99,1,6,20,3,6,24,5,4,Patsy Davidson
1993,Vacation Boondock,4,2.99,145,23.99,R,Sci-Fi,8.99,1,6,17,20,6,27,2,9,Hilda Hopkins
1994,Sunset Racer,6,0.99,48,28.99,NC-17,Family,1.99,1,6,21,3,6,28,1,6,Hilda Hopkins
1995,None Spiking,3,0.99,83,18.99,NC-17,Sci-Fi,3.99,1,6,14,23,6,20,2,5,Gwendolyn May
1996,Dorado Notting,5,4.99,139,26.99,NC-17,Music,4.99,1,6,15,2,6,18,22,3,Gwendolyn May
1997,Cruelty Unforgiven,7,0.99,69,29.99,G,Classics,0.99,1,6,20,11,6,21,11,0,Gwendolyn May
1998,Greatest North,5,2.99,93,24.99,NC-17,Music,3.99,1,6,21,15,6,27,12,5,Gwendolyn May
1999,Velvet Terminator,3,4.99,173,14.99,R,Comedy,7.99,1,6,17,13,6,23,13,6,Jennie Terry
2000,Aladdin Calendar,6,4.99,63,24.99,NC-17,Sports,4.99,1,6,19,3,6,21,8,2,Jennie Terry
2001,Idols Snatchers,5,2.99,84,29.99,NC-17,Children,2.99,1,6,19,5,6,24,11,5,Jennie Terry
2002,Mermaid Insects,5,4.99,104,20.99,NC-17,Sports,5.99,1,6,15,8,6,21,4,5,Nora Herrera
2003,Core Suit,3,2.99,92,24.99,PG-13,Classics,4.99,1,6,17,16,6,22,16,5,Nora Herrera
2004,Movie Shakespeare,6,4.99,53,27.99,PG,Family,4.99,1,6,20,9,6,24,12,4,Nora Herrera
2005,Opposite Necklace,7,4.99,92,9.99,PG,Family,4.99,1,6,20,13,6,21,10,0,Nora Herrera
2006,Holiday Games,7,4.99,78,10.99,PG-13,Foreign,4.99,1,6,15,6,6,21,1,5,Margie Wade
2007,Dragonfly Strangers,6,4.99,133,19.99,NC-17,New,4.99,1,6,15,12,6,17,15,2,Margie Wade
2008,Phantom Glory,6,2.99,60,17.99,NC-17,New,2.99,1,6,18,6,6,20,1,1,Margie Wade
2009,Goodfellas Salute,4,4.99,56,22.99,PG,Sci-Fi,7.99,1,6,19,4,6,26,9,7,Margie Wade
2010,Attraction Newton,5,4.99,83,14.99,PG-13,New,6.99,1,6,19,4,6,26,8,7,Margie Wade
2011,Alien Center,5,2.99,46,10.99,NC-17,Foreign,2.99,1,6,19,13,6,24,11,4,Margie Wade
2012,Grit Clockwork,3,0.99,137,21.99,PG,Games,4.99,1,6,19,16,6,26,18,7,Margie Wade
2013,Butterfly Chocolat,3,0.99,89,17.99,G,New,1.99,1,6,20,1,6,24,1,3,Margie Wade
2014,Resurrection Silverado,6,0.99,117,12.99,PG,Family,0.99,1,6,20,16,6,23,14,2,Margie Wade
2015,Jungle Closer,6,0.99,134,11.99,NC-17,New,1.99,0,7,8,6,7,17,7,9,Sandra Martin
2016,Mighty Luck,7,2.99,122,13.99,PG,Documentary,2.99,1,8,1,5,8,2,4,0,Margie Wade
2017,Army Flintstones,4,0.99,148,22.99,R,Documentary,0.99,1,8,2,18,8,6,23,4,Margie Wade
2018,Strictly Scarface,3,2.99,144,24.99,PG-13,Comedy,6.99,1,8,17,6,8,24,3,6,Margie Wade
2019,Range Moonwalker,3,4.99,147,25.99,PG,Family,4.99,1,8,18,6,8,20,4,1,Margie Wade
2020,Edge Kissing,5,4.99,153,9.99,NC-17,Drama,4.99,1,8,19,7,8,21,6,1,Margie Wade
2021,Zorro Ark,3,4.99,50,18.99,NC-17,Comedy,9.99,1,8,19,16,8,27,17,8,Margie Wade
2022,War Notting,7,4.99,80,26.99,G,Foreign,5.99,1,8,21,1,8,29,2,8,Margie Wade
2023,Salute Apollo,4,2.99,73,29.99,R,New,3.99,1,8,22,8,8,27,4,4,Margie Wade
2024,Vision Torque,5,0.99,59,16.99,PG-13,Foreign,3.99,1,8,22,16,8,30,15,7,Margie Wade
2025,Chill Luck,6,0.99,142,17.99,PG,Drama,0.99,1,8,23,13,8,29,14,6,Margie Wade
2026,English Bulworth,3,0.99,51,18.99,PG-13,Sci-Fi,3.99,1,8,23,17,8,29,14,5,Margie Wade
2027,Arizona Bang,3,2.99,121,28.99,PG,Classics,7.99,1,8,2,21,8,10,1,7,Nina Soto
2028,Mermaid Insects,5,4.99,104,20.99,NC-17,Sports,6.99,1,8,17,12,8,24,9,6,Nina Soto
2029,Party Knock,7,2.99,107,11.99,PG,Comedy,2.99,1,8,17,19,8,24,14,6,Nina Soto
2030,Greatest North,5,2.99,93,24.99,NC-17,Music,4.99,1,8,18,20,8,25,20,7,Nina Soto
2031,Stranger Strangers,3,4.99,139,12.99,G,Children,5.99,1,8,20,15,8,24,18,4,Nina Soto
2032,Circus Youth,5,2.99,90,13.99,PG-13,Children,4.99,1,8,21,5,8,28,9,7,Nina Soto
2033,West Lion,4,4.99,159,29.99,G,Drama,4.99,1,8,21,9,8,25,15,4,Nina Soto
2034,Gun Bonnie,7,0.99,100,27.99,G,Games,0.99,1,8,22,3,8,24,7,2,Nina Soto
2035,Monster Spartacus,6,2.99,107,28.99,PG,Music,2.99,1,8,22,15,8,25,12,2,Nina Soto
2036,Suspects Quills,4,2.99,47,22.99,PG,Action,2.99,1,8,1,13,8,5,11,3,Cassandra Walters
2037,Enemy Odds,5,4.99,77,23.99,NC-17,Music,4.99,1,8,2,1,8,4,2,2,Cassandra Walters
2038,Boogie Amelie,6,4.99,121,11.99,R,Music,4.99,1,8,2,5,8,7,9,5,Cassandra Walters
2039,Frost Head,5,0.99,82,13.99,PG,Classics,3.99,1,8,17,16,8,25,19,8,Cassandra Walters
2040,Sleeping Suspects,7,4.99,129,13.99,PG-13,Horror,4.99,1,8,18,7,8,24,4,5,Cassandra Walters
2041,Fellowship Autumn,6,4.99,77,9.99,NC-17,Travel,5.99,1,8,19,12,8,26,14,7,Cassandra Walters
2042,Celebrity Horn,7,0.99,110,24.99,PG-13,Action,2.99,1,8,20,11,8,29,10,8,Cassandra Walters
2043,Seattle Expecations,4,4.99,110,18.99,PG-13,Drama,4.99,1,8,21,6,8,23,0,1,Cassandra Walters
2044,Sagebrush Clueless,4,2.99,106,28.99,G,Documentary,6.99,1,8,21,20,8,29,0,7,Cassandra Walters
2045,Adaptation Holes,7,2.99,50,18.99,NC-17,Documentary,2.99,1,8,23,13,8,26,10,2,Cassandra Walters
2046,Queen Luke,5,4.99,163,22.99,PG,Drama,7.99,1,8,1,9,8,9,10,8,Leah Curtis
2047,Thief Pelican,5,4.99,135,28.99,PG-13,Animation,5.99,1,8,1,13,8,7,11,5,Leah Curtis
2048,Cincinatti Whisperer,5,4.99,143,26.99,NC-17,Sci-Fi,4.99,1,8,1,16,8,5,20,4,Leah Curtis
